11	11604561	11604562	id-11057279	0.001000
11	11604562	11604563	id-11057280	0.000000
11	11604563	11604564	id-11057281	0.002000
11	11604564	11604565	id-11057282	0.007000
11	11604565	11604566	id-11057283	0.004000
11	11604566	11604567	id-11057284	0.004000
11	11604567	11604568	id-11057285	0.005000
11	11604568	11604569	id-11057286	0.001000
11	11604569	11604570	id-11057287	0.001000
11	11604570	11604571	id-11057288	0.001000
11	11604571	11604572	id-11057289	0.000000
11	11604572	11604573	id-11057290	0.001000
11	11604573	11604574	id-11057291	0.000000
11	11604574	11604575	id-11057292	0.000000
11	11604575	11604576	id-11057293	0.003000
11	11604576	11604577	id-11057294	0.000000
11	11604577	11604578	id-11057295	0.000000
11	11604578	11604579	id-11057296	0.000000
11	11604579	11604580	id-11057297	0.000000
11	11604580	11604581	id-11057298	0.000000
11	11604581	11604582	id-11057299	0.000000
11	11604582	11604583	id-11057300	0.000000
11	11604583	11604584	id-11057301	0.000000
11	11604584	11604585	id-11057302	0.001000
11	11604585	11604586	id-11057303	0.000000
11	11604586	11604587	id-11057304	0.000000
11	11604587	11604588	id-11057305	0.000000
11	11604588	11604589	id-11057306	0.000000
11	11604589	11604590	id-11057307	0.000000
11	11604590	11604591	id-11057308	0.000000
11	11604591	11604592	id-11057309	0.000000
11	11604592	11604593	id-11057310	0.000000
11	11604593	11604594	id-11057311	0.000000
11	11604594	11604595	id-11057312	0.000000
11	11604595	11604596	id-11057313	0.012000
11	11604596	11604597	id-11057314	0.000000
11	11604597	11604598	id-11057315	0.000000
11	11604598	11604599	id-11057316	0.000000
11	11604599	11604600	id-11057317	0.000000
11	11604600	11604601	id-11057318	0.000000
11	11604601	11604602	id-11057319	0.000000
11	11604602	11604603	id-11057320	0.000000
11	11604603	11604604	id-11057321	0.001000
11	11604604	11604605	id-11057322	0.000000
11	11604605	11604606	id-11057323	0.000000
11	11604606	11604607	id-11057324	0.000000
11	11604607	11604608	id-11057325	0.000000
11	11604608	11604609	id-11057326	0.001000
11	11604609	11604610	id-11057327	0.001000
11	11604610	11604611	id-11057328	0.003000
11	11604611	11604612	id-11057329	0.003000
11	11604612	11604613	id-11057330	0.001000
11	11604613	11604614	id-11057331	0.000000
11	11604614	11604615	id-11057332	0.000000
11	11604615	11604616	id-11057333	0.001000
11	11604616	11604617	id-11057334	0.000000
11	11604617	11604618	id-11057335	0.000000
11	11604618	11604619	id-11057336	0.000000
11	11604619	11604620	id-11057337	0.000000
11	11604620	11604621	id-11057338	0.000000
11	11604621	11604622	id-11057339	0.002000
11	11604622	11604623	id-11057340	0.001000
11	11604623	11604624	id-11057341	0.001000
11	11604624	11604625	id-11057342	0.002000
11	11604625	11604626	id-11057343	0.004000
11	11604626	11604627	id-11057344	0.000000
11	11604627	11604628	id-11057345	0.000000
11	11604628	11604629	id-11057346	0.000000
11	11604629	11604630	id-11057347	0.001000
11	11604630	11604631	id-11057348	0.000000
11	11604631	11604632	id-11057349	0.000000
11	11604632	11604633	id-11057350	0.000000
11	11604633	11604634	id-11057351	0.002000
11	11604634	11604635	id-11057352	0.004000
11	11604635	11604636	id-11057353	0.002000
11	11604636	11604637	id-11057354	0.000000
11	11604637	11604638	id-11057355	0.001000
11	11604638	11604639	id-11057356	0.003000
11	11604639	11604640	id-11057357	0.156000
11	11604640	11604641	id-11057358	0.156000
11	11604641	11604642	id-11057359	0.066000
11	11604642	11604643	id-11057360	0.000000
11	11604643	11604644	id-11057361	0.000000
11	11604644	11604645	id-11057362	0.000000
11	11604645	11604646	id-11057363	0.000000
11	11604646	11604647	id-11057364	0.000000
11	11604647	11604648	id-11057365	0.000000
11	11604648	11604649	id-11057366	0.000000
11	11604649	11604650	id-11057367	0.000000
11	11604650	11604651	id-11057368	0.000000
11	11604651	11604652	id-11057369	0.000000
11	11604652	11604653	id-11057370	0.009000
11	11604653	11604654	id-11057371	0.014000
11	11604654	11604655	id-11057372	0.005000
11	11604655	11604656	id-11057373	0.000000
11	11604656	11604657	id-11057374	0.001000
11	11604657	11604658	id-11057375	0.001000
11	11604658	11604659	id-11057376	0.000000
11	11604659	11604660	id-11057377	0.000000
11	11604660	11604661	id-11057378	0.001000
11	11604661	11604662	id-11057379	0.000000
11	11604662	11604663	id-11057380	0.000000
11	11604663	11604664	id-11057381	0.000000
11	11604664	11604665	id-11057382	0.000000
11	11604665	11604666	id-11057383	0.002000
11	11604666	11604667	id-11057384	0.004000
11	11604667	11604668	id-11057385	0.000000
11	11604668	11604669	id-11057386	0.000000
11	11604669	11604670	id-11057387	0.000000
11	11604670	11604671	id-11057388	0.000000
11	11604671	11604672	id-11057389	0.001000
11	11604672	11604673	id-11057390	0.000000
11	11604673	11604674	id-11057391	0.000000
11	11604674	11604675	id-11057392	0.000000
11	11604675	11604676	id-11057393	0.000000
11	11604676	11604677	id-11057394	0.001000
11	11604677	11604678	id-11057395	0.000000
11	11604678	11604679	id-11057396	0.000000
11	11604679	11604680	id-11057397	0.000000
11	11604680	11604681	id-11057398	0.000000
11	11604681	11604682	id-11057399	0.000000
11	11604682	11604683	id-11057400	0.000000
11	11604683	11604684	id-11057401	0.003000
11	11604684	11604685	id-11057402	0.000000
